id,AtomicOrbitals|HOMO_element,ElementProperty|MagpieData minimum GSmagmom,ElementFraction|Os,ElementProperty|MagpieData minimum NpValence,ElementFraction|Ru,ElementFraction|In,ElementFraction|Te,ElementFraction|Se,ElementFraction|Ga,Miedema|Miedema_deltaH_inter,Stoichiometry|0-norm,ElementProperty|MagpieData mean Column,ElementFraction|S,ElementProperty|MagpieData mode NdUnfilled,ElementFraction|Pd,ElementProperty|MagpieData mode NfValence,ElementProperty|MagpieData mode NpUnfilled,ElementProperty|MagpieData range GSbandgap,ElementFraction|Pb,ElementProperty|MagpieData range Column,ElementProperty|MagpieData minimum NdValence,ElementProperty|MagpieData range NdValence,ElementFraction|As,ElementFraction|Hf,ElementFraction|Pt,ElementProperty|MagpieData avg_dev GSmagmom,AtomicOrbitals|gap_AO,ElementFraction|U,ValenceOrbital|frac p valence electrons,ElementProperty|MagpieData maximum SpaceGroupNumber,ElementProperty|MagpieData minimum NfUnfilled,ElementProperty|MagpieData maximum GSvolume_pa,ElementProperty|MagpieData minimum SpaceGroupNumber,TMetalFraction|transition metal fraction,ElementProperty|MagpieData mode GSbandgap,ElementProperty|MagpieData mode NsValence,ElementProperty|MagpieData maximum MeltingT,ValenceOrbital|avg p valence electrons,ElementProperty|MagpieData maximum Column,AtomicOrbitals|LUMO_character,ElementProperty|MagpieData mode MeltingT,ElementProperty|MagpieData mean NfUnfilled,ElementProperty|MagpieData minimum Column,AtomicOrbitals|LUMO_element,ElementFraction|Ba,ElementProperty|MagpieData mean NdUnfilled,AtomicOrbitals|HOMO_character,ElementProperty|MagpieData range NdUnfilled,ElementProperty|MagpieData avg_dev NUnfilled,ElementProperty|MagpieData maximum NValence,ElementProperty|MagpieData maximum Electronegativity,ElementProperty|MagpieData avg_dev SpaceGroupNumber,ElementProperty|MagpieData mean GSbandgap,ElementProperty|MagpieData maximum MendeleevNumber,ElementProperty|MagpieData mean MendeleevNumber,IonProperty|max ionic char,ElementProperty|MagpieData mode SpaceGroupNumber,ElementProperty|MagpieData range AtomicWeight,ElementProperty|MagpieData mode NdValence,Stoichiometry|3-norm,ElementProperty|MagpieData minimum Number,ElementProperty|MagpieData mode NUnfilled,ElementProperty|MagpieData maximum NpValence,ElementProperty|MagpieData mean MeltingT,ElementProperty|MagpieData mode NValence,ElementProperty|MagpieData maximum GSbandgap,ElementProperty|MagpieData avg_dev Column,ElementProperty|MagpieData maximum NpUnfilled,ElementProperty|MagpieData mode GSvolume_pa,ElementProperty|MagpieData avg_dev GSbandgap,ElementProperty|MagpieData minimum MendeleevNumber,ElementProperty|MagpieData range SpaceGroupNumber,ElementProperty|MagpieData mode AtomicWeight,ElementProperty|MagpieData minimum CovalentRadius,ElementProperty|MagpieData mode Electronegativity,ElementProperty|MagpieData avg_dev NpUnfilled,AtomicOrbitals|HOMO_energy,ElementProperty|MagpieData mode Column,ElementProperty|MagpieData mode CovalentRadius,ElementProperty|MagpieData mode NpValence,ElementProperty|MagpieData minimum MeltingT,ElementProperty|MagpieData minimum NpUnfilled,ElementProperty|MagpieData mode Number,ElementProperty|MagpieData range NpValence,ElementProperty|MagpieData range GSmagmom,ElementProperty|MagpieData mode MendeleevNumber,ElementProperty|MagpieData mean NpUnfilled,ElementProperty|MagpieData mean NpValence,ElementProperty|MagpieData minimum GSvolume_pa,ElementProperty|MagpieData range MeltingT,ElementProperty|MagpieData range GSvolume_pa,AtomicOrbitals|LUMO_energy,ElementProperty|MagpieData avg_dev NpValence,ElementProperty|MagpieData maximum NdValence,ElementProperty|MagpieData avg_dev NdUnfilled,ElementProperty|MagpieData maximum NdUnfilled,ElementProperty|MagpieData mean SpaceGroupNumber,ElementProperty|MagpieData maximum Number,ElementProperty|MagpieData range MendeleevNumber,ElementProperty|MagpieData maximum CovalentRadius,ElementProperty|MagpieData minimum Electronegativity,ValenceOrbital|avg s valence electrons,ElementProperty|MagpieData minimum AtomicWeight,YangSolidSolution|Yang omega,ElementProperty|MagpieData avg_dev NdValence,ElementProperty|MagpieData mean NUnfilled,Stoichiometry|7-norm,ElementProperty|MagpieData mean Electronegativity,ElementProperty|MagpieData mean GSmagmom,ValenceOrbital|frac f valence electrons,ElementProperty|MagpieData range CovalentRadius,ValenceOrbital|frac d valence electrons,Stoichiometry|5-norm,Stoichiometry|10-norm,ElementProperty|MagpieData maximum GSmagmom,ElementProperty|MagpieData maximum AtomicWeight,ElementProperty|MagpieData mode GSmagmom,ElementProperty|MagpieData mean NfValence,ElementProperty|MagpieData range NfUnfilled,Stoichiometry|2-norm
id0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13.0,0.4,0.0,0.0,0.0,0.0,2.202,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10958904109589042,225.0,0.0,25.786875,70.0,0.2,0.0,1.0,1337.33,1.6,16.0,2.0,388.36,0.0,11.0,16,0.0,0.0,2.0,0.0,0.48,25.0,2.58,74.4,0.8808,88.0,74.6,0.1002380044323461,70.0,164.901569,0.0,0.5142563181316472,16.0,1.0,4.0,937.2620000000001,6.0,2.202,2.4,2.0,16.7,1.0569600000000001,65.0,155.0,32.065,105.0,2.54,0.9600000000000002,-0.261676,11.0,105.0,0.0,388.36,0.0,16.0,4.0,0.0,66.0,0.8,1.6,16.33,948.9699999999999,9.456875,-0.261676,1.9200000000000004,10.0,0.0,0.0,163.0,79.0,23.0,145.0,1.93,1.4,32.065,8220355.980053166,4.8,1.4,0.4418818424353128,2.434,0.0,0.3835616438356164,40.0,0.4109589041095891,0.46090632396042813,0.4287303134918266,0.0,196.966569,0.0,5.6,0.0,0.6000000000000001
id1,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13.571428571428571,0.0,0.0,0.0,0.0,1.0,1.457,0.0,11.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1897018970189702,229.0,0.0,29.48,64.0,0.3333333333333333,1.457,2.0,3695.0,3.3333333333333335,17.0,3.0,265.8,0.0,6.0,74,0.0,1.7142857142857142,3.0,6.0,2.0408163265306123,20.0,2.96,73.07936507936508,0.9713333333333333,95.0,81.0,0.23296665194444466,64.0,103.936,10.0,0.6837964488676359,35.0,1.0,5.0,1291.7204761904763,17.0,1.457,4.571428571428571,1.0,29.48,0.6475555555555556,51.0,165.0,79.904,120.0,2.96,0.4444444444444445,-0.220603,17.0,120.0,5.0,265.8,0.0,35.0,5.0,0.0,95.0,0.6666666666666666,3.3333333333333335,16.05,3429.2,13.43,-0.220603,2.2222222222222223,10.0,2.4489795918367347,6.0,118.80952380952381,74.0,44.0,162.0,1.93,1.9523809523809523,79.904,8303886.849480666,2.4489795918367343,2.4285714285714284,0.666919294389501,2.7395238095238095,0.0,0.22764227642276422,42.0,0.4715447154471545,0.6685836268173554,0.6666806014443776,0.0,183.84,0.0,4.0,0.0,0.7268732153558928
id2,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14.89655172413793,0.5517241379310345,0.0,0.0,0.0,2.0,2.202,0.2413793103448276,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23243243243243245,225.0,0.0,28.11,70.0,0.06896551724137931,2.202,2.0,1234.93,2.9655172413793105,16.0,2.0,388.36,0.0,11.0,16,0.0,0.0,2.0,0.0,0.9940546967895363,28.0,2.58,76.6706302021403,1.2677241379310344,88.0,83.48275862068965,0.0,70.0,175.135,0.0,0.5697612963587368,16.0,2.0,4.0,611.4996551724139,6.0,2.202,1.2175980975029725,4.0,25.786875,1.030925089179548,65.0,155.0,32.065,105.0,2.58,1.0463733650416172,-0.261676,16.0,105.0,4.0,388.36,0.0,16.0,4.0,0.0,88.0,2.6206896551724137,2.9655172413793105,16.33,846.57,11.780000000000001,-0.261676,1.1414982164090366,10.0,0.0,0.0,139.48275862068965,82.0,23.0,146.0,1.93,1.9310344827586208,32.065,5739199.454474068,4.946492271105826,2.689655172413793,0.5519704638157288,2.3962068965517243,0.0,0.2648648648648649,41.0,0.3513513513513513,0.5535912357268211,0.5517383632789276,0.0,207.2,0.0,3.3793103448275863,0.0,0.6216467716317223
id3,34,0.0,0.0,0.0,0.0,0.0,0.0,0.5517241379310345,0.0,0.0,4,14.89655172413793,0.0,0.0,0.0,0.0,2.0,0.799,0.2413793103448276,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16226415094339625,225.0,0.0,28.11,14.0,0.06896551724137931,0.799,2.0,1234.93,2.9655172413793105,16.0,2.0,494.0,0.0,11.0,34,0.0,0.0,2.0,0.0,0.9940546967895363,28.0,2.55,104.37098692033292,0.49365517241379314,89.0,84.03448275862068,0.0,14.0,134.56,10.0,0.5697612963587368,32.0,2.0,4.0,669.7837931034484,16.0,0.799,1.2175980975029725,4.0,25.92,0.3369322235434008,65.0,211.0,78.96,120.0,2.55,1.0463733650416172,-0.245806,16.0,120.0,4.0,494.0,0.0,34.0,4.0,0.0,89.0,2.6206896551724137,2.9655172413793105,16.33,740.9300000000001,11.780000000000001,-0.245806,1.1414982164090366,10.0,0.0,0.0,108.58620689655173,82.0,24.0,146.0,1.93,1.9310344827586208,72.64,6286222.318328291,0.0,2.689655172413793,0.5519704638157288,2.3796551724137927,0.0,0.1849056603773585,26.0,0.5471698113207547,0.5535912357268211,0.5517383632789276,0.0,207.2,0.0,3.3793103448275863,0.0,0.6216467716317223
id4,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13.0,0.0,0.0,0.0,0.0,0.0,1.524,0.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,225.0,0.0,29.48,64.0,0.5,0.0,1.0,2348.0,1.5,17.0,1.0,1234.93,0.0,11.0,47,0.0,0.0,1.0,0.0,1.5,17.0,2.96,55.0,0.74525,95.0,74.25,0.23296665194444466,225.0,97.0572,10.0,0.538608672507971,5.0,1.0,5.0,1270.9150000000002,11.0,1.524,2.0,5.0,16.33,0.74525,65.0,161.0,107.8682,84.0,1.93,1.75,-0.157407,11.0,145.0,0.0,265.8,0.0,47.0,5.0,0.0,65.0,1.5,1.5,7.1725,2082.2,22.3075,-0.157407,1.75,10.0,0.0,0.0,170.0,47.0,30.0,145.0,1.93,1.5,10.811,10986092.358946329,3.75,2.0,0.5011086692289443,2.215,0.0,0.0,61.0,0.7142857142857143,0.5060993646249713,0.5000975705253322,0.0,107.8682,0.0,0.0,0.0,0.6123724356957945
id7,34,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3,14.0,0.0,0.0,0.0,0.0,2.0,0.799,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,225.0,0.0,25.92,14.0,0.3333333333333333,0.799,2.0,1234.93,2.3333333333333335,16.0,2.0,494.0,0.0,11.0,34,0.0,0.0,2.0,0.0,0.6666666666666666,16.0,2.55,105.5,0.4633333333333334,89.0,79.33333333333333,0.091626825790732,14.0,35.2282,10.0,0.5503212081491045,32.0,2.0,4.0,860.5433333333334,16.0,0.799,2.0,4.0,25.92,0.3356666666666667,65.0,211.0,78.96,120.0,2.55,1.111111111111111,-0.245806,16.0,120.0,4.0,494.0,0.0,34.0,4.0,0.0,89.0,1.6666666666666667,2.3333333333333335,16.33,740.9300000000001,9.590000000000003,-0.245806,1.6666666666666667,10.0,0.0,0.0,119.5,47.0,24.0,145.0,1.93,1.6666666666666667,72.64,7236149.738342336,0.0,2.0,0.5041104334909742,2.2533333333333334,0.0,0.0,25.0,0.7142857142857143,0.5128974808990104,0.5008612172408381,0.0,107.8682,0.0,0.0,0.0,0.6236095644623235
id8,52,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3,14.0,0.0,0.0,0.0,0.0,2.0,0.464,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,225.0,0.0,34.7633333333,152.0,0.3333333333333333,0.464,2.0,1234.93,2.3333333333333335,16.0,2.0,722.66,0.0,11.0,52,0.0,0.0,2.0,0.0,0.6666666666666666,16.0,2.1,36.5,0.29583333333333334,90.0,79.83333333333333,0.007198962432378719,152.0,54.959999999999994,10.0,0.5503212081491045,32.0,2.0,4.0,974.8733333333333,16.0,0.464,2.0,4.0,34.7633333333,0.19722222222222227,65.0,73.0,127.6,120.0,2.1,1.111111111111111,-0.226594,16.0,138.0,4.0,722.66,0.0,52.0,4.0,0.0,90.0,1.6666666666666667,2.3333333333333335,16.33,512.2700000000001,18.4333333333,-0.226594,1.6666666666666667,10.0,0.0,0.0,188.5,52.0,25.0,145.0,1.93,1.6666666666666667,72.64,8197529.563783642,0.0,2.0,0.5041104334909742,2.0283333333333333,0.0,0.0,25.0,0.7142857142857143,0.5128974808990104,0.5008612172408381,0.0,127.6,0.0,0.0,0.0,0.6236095644623235
id9,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14.571428571428571,0.0,0.0,0.0,0.0,1.0,1.062,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.06276699999999996,0.0,0.17241379310344826,225.0,0.0,43.015,64.0,0.2857142857142857,1.062,2.0,1234.93,2.857142857142857,17.0,1.0,386.85,0.0,11.0,80,0.0,0.0,2.0,0.0,0.2448979591836735,26.0,2.66,69.22448979591836,0.6068571428571429,96.0,83.57142857142857,0.1247318653784052,64.0,92.7218,10.0,0.5970484566258902,47.0,1.0,5.0,607.3685714285714,17.0,1.062,2.775510204081633,1.0,43.015,0.5201632653061224,65.0,161.0,126.90447,132.0,2.66,0.489795918367347,-0.267904,17.0,139.0,5.0,234.32,0.0,53.0,5.0,0.0,96.0,0.5714285714285714,2.857142857142857,16.33,1000.6100000000001,26.685000000000002,-0.205137,2.4489795918367347,10.0,0.0,0.0,124.57142857142857,80.0,31.0,145.0,1.93,1.7142857142857142,107.8682,4825961.71299564,0.0,0.8571428571428571,0.5720691506685885,2.357142857142857,0.0,0.12068965517241378,13.0,0.603448275862069,0.5750650283013602,0.5714844049399023,0.0,200.59,0.0,2.0,0.0,0.6546536707079771
id10,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,15.238095238095237,0.0,0.0,0.0,0.0,2.0,1.062,0.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.03080200000000005,0.0,0.4222222222222222,229.0,0.0,43.015,12.0,0.14285714285714285,0.0,2.0,2896.0,3.619047619047619,17.0,2.0,54.8,0.0,6.0,53,0.0,0.23809523809523808,3.0,5.0,0.5170068027210885,17.0,3.44,54.03174603174604,0.2022857142857143,96.0,84.85714285714286,0.4344886992597051,12.0,110.90507000000001,0.0,0.6725268909487896,8.0,2.0,5.0,365.7361904761905,6.0,1.062,1.6870748299319736,2.0,9.105,0.32751020408163267,50.0,217.0,15.9994,66.0,3.44,0.634920634920635,-0.298706,16.0,66.0,4.0,54.8,0.0,8.0,5.0,0.0,87.0,1.5238095238095237,3.619047619047619,9.105,2841.2,33.91,-0.267904,1.0340136054421767,10.0,0.45351473922902497,5.0,52.523809523809526,53.0,46.0,154.0,1.93,1.8571428571428572,15.9994,2904143.493658374,4.126984126984127,1.9047619047619047,0.6666815846898354,3.0866666666666664,0.0,0.0,88.0,0.36111111111111116,0.6669285045016615,0.6666669085756024,0.0,126.90447,0.0,0.0,0.0,0.7014723744122017
id12,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14.833333333333334,0.0,0.0,0.0,0.0,2.0,1.625,0.08333333333333333,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,225.0,0.0,28.11,2.0,0.16666666666666666,0.0,2.0,1234.93,3.0,16.0,3.0,54.8,0.0,11.0,47,0.0,0.0,3.0,0.0,0.5833333333333334,28.0,3.44,80.70833333333333,0.2708333333333333,87.0,82.16666666666667,0.4344886992597051,12.0,191.20059999999998,0.0,0.5928155507483438,8.0,2.0,4.0,340.7225,6.0,1.625,1.4166666666666663,4.0,9.105,0.4513888888888889,65.0,223.0,15.9994,66.0,3.44,0.6666666666666666,-0.298706,16.0,66.0,4.0,54.8,0.0,8.0,4.0,0.0,87.0,2.0,3.0,9.105,1180.13,19.005,-0.298706,1.1666666666666667,10.0,0.0,0.0,63.583333333333336,82.0,22.0,146.0,1.93,1.8333333333333333,15.9994,3169139.0526200016,3.75,2.1666666666666665,0.5833593353792463,2.8874999999999997,0.0,0.13725490196078433,80.0,0.29411764705882354,0.583783837840896,0.5833337564663699,0.0,207.2,0.0,1.1666666666666667,0.0,0.6346477588219924
