id,AtomicPackingEfficiency|mean simul. packing efficiency,ElementProperty|MagpieData mean NfValence,ElementFraction|Nb,ElementProperty|MagpieData minimum Column,AtomicPackingEfficiency|dist from 1 clusters |APE| < 0.010,ElementProperty|MagpieData avg_dev SpaceGroupNumber,YangSolidSolution|Yang omega,AtomicPackingEfficiency|dist from 5 clusters |APE| < 0.010,ElementProperty|MagpieData avg_dev Number,Miedema|Miedema_deltaH_inter,ElementProperty|MagpieData avg_dev Column,ValenceOrbital|frac s valence electrons,ElementProperty|MagpieData avg_dev Electronegativity,ElementProperty|MagpieData mean NdUnfilled,ElementProperty|MagpieData mean AtomicWeight,ElementProperty|MagpieData mean Electronegativity,ElementProperty|MagpieData mean NpUnfilled,ElementProperty|MagpieData mean GSvolume_pa,ElementFraction|Mo,ElementProperty|MagpieData mean GSmagmom,ElementProperty|MagpieData avg_dev MeltingT,ElementProperty|MagpieData avg_dev NdValence,YangSolidSolution|Yang delta,ElementProperty|MagpieData avg_dev CovalentRadius,ElementProperty|MagpieData avg_dev NdUnfilled,ElementProperty|MagpieData mean NdValence,ElementFraction|Cr,AtomicPackingEfficiency|dist from 3 clusters |APE| < 0.010,ElementFraction|C,Stoichiometry|3-norm,ElementProperty|MagpieData mean NUnfilled,ElementFraction|Al,ElementProperty|MagpieData avg_dev NUnfilled,ElementFraction|Ti,ElementFraction|Si,ElementProperty|MagpieData avg_dev NValence,ElementFraction|Ni,ElementProperty|MagpieData mean CovalentRadius,ElementProperty|MagpieData avg_dev GSvolume_pa,ElementProperty|MagpieData mean Row,Miedema|Miedema_deltaH_ss_min,AtomicPackingEfficiency|mean abs simul. packing efficiency,ElementProperty|MagpieData avg_dev NsUnfilled,ElementProperty|MagpieData avg_dev GSmagmom,ElementProperty|MagpieData mean MeltingT,ElementProperty|MagpieData avg_dev Row,ElementProperty|MagpieData mean NValence,ValenceOrbital|frac d valence electrons,ValenceOrbital|frac p valence electrons,ElementProperty|MagpieData mean MendeleevNumber,ElementProperty|MagpieData mean Number,ElementProperty|MagpieData avg_dev AtomicWeight,ElementFraction|Co,ElementProperty|MagpieData avg_dev MendeleevNumber,ElementProperty|MagpieData mean SpaceGroupNumber,Miedema|Miedema_deltaH_amor,ElementProperty|MagpieData mean Column,ElementProperty|MagpieData mean GSbandgap,BandCenter|band center,Stoichiometry|2-norm,ElementFraction|Mn,ValenceOrbital|avg p valence electrons,TMetalFraction|transition metal fraction,ElementProperty|MagpieData mean NsUnfilled
id1,0.013711222038676439,0.10207832305898909,6.141102327867853e-05,5.0,0.051322272480785615,11.123311113736788,4.3662238133927875,0.06624526372801631,1.5228171047688621,0.04665530244305742,0.683491342561118,0.232691141594394,0.054160959204525475,3.9620837940410305,57.01578321125542,1.831064827136471,0.04409491503724919,10.816101105613974,0.017903213626846017,1.6064017041838228,177.8745528492558,0.4969805748462512,0.04537571189902197,3.4938303422051735,0.45109882747486635,5.9257160660338535,0.14702639123722708,0.05909324632784818,0.008541533205210335,0.6314420664368716,4.1711697249656305,0.0008451517047309993,0.6609886696351783,0.0,0.00020303644504188502,0.7380264175308973,9.711743257914796e-05,132.03234380571314,0.41066218798613996,4.01115540239473,-0.04567549588110546,0.017922566344092148,0.27553796112762285,0.628422127158782,1905.8335465716095,0.06453100425920369,7.886028542123312,0.7514195560390852,0.0029451033297385673,54.76849684518371,26.30074418358095,3.9696925926713296,0.1880337520584945,2.0138017572215654,222.05738139996126,0.12647538406307707,7.896150358989438,0.04905387417041359,-1.8272564815242425,0.6676214817605965,0.0001040186713515076,0.023225168917820747,0.9887799860074884,0.16499101588735177
id2,0.014685235243917533,0.0,6.04191891344691e-05,4.0,0.05099592553847549,8.212745331516144,6.250061302627302,0.07262678726120933,0.8583723194991346,-0.13427733283667168,0.751967194799386,0.23404716589225708,0.03916069275230685,3.702338262632211,56.160791181653295,1.8288146715396807,0.04141315281733479,10.769146886844366,0.00480152496432867,1.6008769856109406,77.84048654380155,0.6682770157514629,0.020525081968625996,3.3164405745724017,0.6864454968740221,6.214435304652757,0.09362973680440907,0.0643411623044602,0.0,0.6296630771525232,3.842243096407418,0.008122579731322669,0.6978725406435815,0.006692125419033084,0.00020006354018036127,0.7152557406988165,0.12904098341633302,131.03525039552562,0.30334206330623065,3.99653930088196,-0.260467169123837,0.017486856703581764,0.17758213947992982,0.6374347172525238,1828.1560567636277,0.016587682214547185,8.124466330506568,0.7649038166750924,0.0010490174326504953,55.65330829071312,26.145400179096878,1.7724018697962136,0.13204193651903845,2.2903494372715514,223.5940290636306,-0.060664729382998606,8.2076927632216,0.00015464911655941926,-1.8272984720472867,0.6586807276305723,0.00010203240549198424,0.00852270681168339,0.991677356728497,0.09849168095787221
id3,0.018090115387768363,0.0,6.19385939378827e-05,4.0,0.05063528724654484,9.37781939883338,4.670353262187051,0.07311781276565918,1.2354785980020062,-0.11579180573429568,0.7741203635175898,0.23656641295834438,0.04261913884957984,3.5858667535741526,57.471595066464914,1.8534756406717028,0.019854371258731317,10.834815062851874,0.023714776677347654,1.6682803577707146,57.7619580246282,0.7474955707624307,0.026767663791103468,3.828545649258624,0.7508598081352668,6.371426635936853,0.00011106920722302066,0.06656607392207681,0.0004782980275009358,0.6412161616376227,3.6296089093113926,0.002771727063133038,0.7481566605558603,0.017610973397524,0.0010206359582655953,0.7590621827835521,0.1731078635097529,130.68351349726018,0.48889158272427674,4.019027756194886,-0.2565260910499659,0.01861832649937107,0.046634316462433774,0.561290676967553,1816.761991296777,0.04664859545997729,8.35330844649301,0.7627428912447002,0.0006906957969555601,56.22715343930803,26.74329764876495,2.6799387776720867,0.14609102932036952,2.3277235284941464,222.54184992668934,-0.04594041721865377,8.396015056982005,0.0029393795273835134,-1.8520198973979471,0.6742759822048284,0.0005233260844832415,0.005769595034666101,0.9957293389511004,0.02388778447850856
id4,0.020057567787348102,0.0,6.119851899584029e-05,4.0,0.06111136706411624,9.29856203733813,4.487685211042214,0.08407238715589324,0.9582194036684942,-0.10875237538185482,0.7822260313523803,0.23681723569786864,0.03773994043330098,3.5464003771108747,56.89629683284666,1.8493506657138898,0.01963552482029935,10.759184603387773,0.008599791885036382,1.6772555828707454,41.110684061157784,0.7668379741929584,0.02370266525264893,3.726511752737566,0.7687512370075171,6.4113606450723895,0.0001089973622638332,0.07468124170374096,0.00047398852947758656,0.6438292755861479,3.574805889697469,0.0027399336936046142,0.7576527755619512,0.01839955473077551,0.001009975558591482,0.7688711765847719,0.18799545051009764,130.26724733261457,0.3554671527964028,4.0039631040928825,-0.25482347954954443,0.020239601798371143,0.01738615016175015,0.5512806391969435,1799.3393937866706,0.017253331995028695,8.408298519175837,0.7625039275723546,0.0006788367297765999,56.37543911437344,26.526613255959216,1.9385938776726896,0.14399651528433008,2.360987582518321,222.52837061343124,-0.039889950283332566,8.450537496992574,0.0029117635353224456,-1.8482125263533649,0.678951586932394,0.0005179874647033542,0.0057078618697427525,0.9957761022183262,0.008769987766296058
id6,0.016989377855171288,0.0,6.172686970638318e-05,4.0,0.05378457467250554,8.85382052559856,3.9504843220749235,0.07485683967016273,1.2129465239460524,-0.14605042381768862,0.7839136000594888,0.23799342040929605,0.042825021148666154,3.6365922085883984,57.29175984747661,1.8491177509569916,0.015786872025392657,10.88735102231381,0.021509363025725096,1.660482652118013,53.51202574276612,0.760476381037635,0.02764586623949438,3.8366782892734714,0.7645455847393205,6.3297931589620955,0.000110047903852547,0.0680721150803188,0.0,0.6503146469043368,3.674060218413075,0.0023410190455905454,0.7628125446590137,0.026911714669395587,0.0010204441993599813,0.7709642800151747,0.1770770816536438,131.01535478393745,0.5660457909328084,4.018209626650481,-0.2818521502547471,0.01751796922886612,0.04242213212602497,0.5800845412728155,1815.5256281059146,0.04235657680398388,8.312493928607124,0.7614794324454613,0.0005271471452424579,56.07202205119889,26.673881840765283,2.5780736785867946,0.12605487168564475,2.355335926518234,222.92020146369714,-0.07401895485980718,8.346108561056628,0.0007888033661052657,-1.8474999664704848,0.6808356214940401,0.0005212268900652453,0.0043819074443105085,0.9966385367550494,0.021681137799284027
id8,0.014525826172227776,0.0,5.859386522231122e-05,4.0,0.06000704805671553,6.820218227713524,2.417468184873467,0.0720471709274138,1.3855572599020947,-0.07068223843193033,0.7651429744461853,0.23844067399910507,0.05504429762085976,3.8793069365637414,54.42567168275529,1.8086069538519316,0.15922032963148758,11.133864922135754,0.00011298817013858648,1.5479410259790072,116.41063991383078,0.7243121002062428,0.030447332136761724,3.1877556797168176,0.5726130390921788,5.724154581015367,0.18298084190585245,0.06453698787477206,0.0004529525758653069,0.6538223979633915,4.221679690136443,0.0006049366631313701,0.6575142309197154,0.0005689404319367762,0.03859595900309237,0.8865054469414578,0.019497958563738375,131.65164737252007,0.7539488196962204,3.960064781217407,-0.17366894402794533,0.018736485579250013,0.29921522709134274,0.7293266365689346,1868.0721220988162,0.07704643142566932,7.619704916895201,0.7512304798474777,0.010328846153417148,55.245508195291954,25.30193898698806,3.0022149043864728,0.10898858889474271,2.622469093278126,224.99084055899345,0.011147711183431204,8.016243399316092,0.031871151090480825,-1.8069733228835803,0.6834086168870379,9.908962531622938e-05,0.07870275982104673,0.9603461517579109,0.18315242394121334
id9,0.011708711190744863,0.0,6.070444356526897e-05,5.0,0.046913666470036156,9.337579808086108,4.289602074140138,0.05863864999074712,1.1944143965664962,0.041887627174563624,0.7119559070822664,0.23491248568638154,0.055205896539830435,4.011535044365248,56.3857587049478,1.8266660929580045,0.0410570053727933,10.862418035879536,0.028802108314328605,1.5986059705301443,175.0659869144737,0.4851201794840466,0.04542099443201768,3.553046912809964,0.4015024186575053,5.882887227345041,0.1580115664466639,0.053203229309929455,0.0075105497722433275,0.6537736176672051,4.239466428942598,0.0008360611996798165,0.6888660444881032,0.0,0.00020101471427708505,0.747519107954118,9.610703503496455e-05,132.40244705912474,0.43425832390346725,4.008784343013908,-0.05775789265703601,0.01694697097648232,0.30390469120293795,0.6636742319467119,1906.982492338439,0.057218543820564335,7.718302479741516,0.762199621326846,0.002887892986772354,54.546119775967604,26.077205351431722,3.0437122463391195,0.1490109075984362,2.106784956595744,223.44602704918,0.11885940159374084,7.823880208031228,0.04686213330815816,-1.822991347504582,0.6841464463613443,0.00010300754015193911,0.022289631601033193,0.989442227171029,0.18687437920455777
id11,0.018146113292095364,0.0,6.174651364873157e-05,4.0,0.05455703657274742,8.498933167459528,4.533361803354698,0.07519246425962359,1.1796974356147418,-0.11766162528571042,0.7635913531804738,0.23713994899040636,0.041143494459829136,3.606738155852804,57.3343621604835,1.8511502815070593,0.01469106678060583,10.838425241734601,0.020915755838873416,1.6779089465390946,50.46507285923152,0.7412844769430137,0.02517903708251319,3.697931289958062,0.7448947672937571,6.361838172695492,0.00011008292546775483,0.06845318907319092,0.0,0.6583723976324354,3.6425168079113996,0.002121598199924002,0.7439255847372909,0.019414625037040396,0.001020768945246454,0.7515484249827415,0.1771334346162964,130.7941230128656,0.47517643807625753,4.017835135207352,-0.2620150417673724,0.018611612408362635,0.04128579805026683,0.5647364408739312,1814.0931247508752,0.04120673152350488,8.34491372350792,0.7623611679500013,0.0004988830595922411,56.1614583265574,26.697369828691958,2.5048334104482834,0.1260949873539737,2.293830238133826,223.18183317493066,-0.04789173589060026,8.376337394959625,0.0007890543946755092,-1.8497670801081314,0.6883615524332676,0.0005223935190378911,0.004163136090416912,0.9968576328548295,0.02108758527798991
id13,0.017436696313841808,0.0,6.169576150118486e-05,4.0,0.05768925926038978,8.224499043311953,4.1936835296221995,0.07659938525122577,1.195384139104244,-0.13090535961382305,0.7629272856221758,0.23804448807967202,0.04214679772347286,3.655589061031507,57.321311403947554,1.8490845378922467,0.006204573745783665,10.869181513230044,0.02149852305146636,1.6683307929175268,56.1439521412527,0.7445911546611104,0.02632794011252403,3.74192912065707,0.746688544647827,6.329961931615299,0.00010999244351913022,0.0716139111433247,0.0,0.6604063673937584,3.683463846033777,0.00042497080450573036,0.7524581199029564,0.022798433747601536,0.001019929930813753,0.7558447345661186,0.17598790963060834,131.0999952303277,0.5220606690160098,4.020115318077648,-0.2713700220495124,0.017946064692424348,0.042401226401171846,0.5794151234590587,1819.1929691930168,0.04225305630744228,8.310756551024946,0.7616589287331055,0.0002965831872224984,56.003551456014975,26.687281283775803,2.5258372293640896,0.11699196265216578,2.285081597961565,223.3933811747133,-0.05982954166189532,8.32520555837814,0.0007884058365190313,-1.8475437142732494,0.6889412736430777,0.0005219641410635088,0.002464830666133237,0.9985550992646806,0.02167021125648668
id16,0.017364968889926218,0.0,6.169829095734046e-05,4.0,0.05831646992748777,8.235304204671772,4.203949819606654,0.07444152752605564,1.269663314766963,-0.1408027381717803,0.767945155405554,0.23862823386895288,0.043562016826663066,3.650449082560413,57.30745792659145,1.8500966723221768,0.02489531039990192,10.879582721558615,0.024299326908644624,1.6713118162256904,66.25183542647282,0.7347749505039565,0.029252274311862843,3.7801409755782758,0.7432713133485361,6.295812405996354,0.00010999695308439955,0.06803558705795743,0.0009539735749319742,0.6618293349584999,3.6998154151130014,0.003399905822608713,0.7322741334511402,0.018899476484501375,0.001019971746782614,0.7445691642969974,0.1659954019273666,131.07294007955983,0.5450242838809211,4.018033200480347,-0.28019437455042795,0.01794584729945313,0.047744382454978224,0.5772912017131552,1822.5263690195784,0.04784343589654179,8.278689180309705,0.7604842105886174,0.0008875555424298477,56.04075957095989,26.6665650361485,2.73314040975187,0.11999667609207222,2.316731268086147,223.41936058371186,-0.06942285740040642,8.332427691752939,0.005077503353157119,-1.848429688010652,0.6889124931943709,0.0005219855410005142,0.007347796466037892,0.9946261488556767,0.02447102215268637
