id,AtomicPackingEfficiency|mean simul. packing efficiency,ElementProperty|MagpieData mean NfValence,ElementFraction|Nb,ElementProperty|MagpieData minimum Column,AtomicPackingEfficiency|dist from 1 clusters |APE| < 0.010,ElementProperty|MagpieData avg_dev SpaceGroupNumber,YangSolidSolution|Yang omega,AtomicPackingEfficiency|dist from 5 clusters |APE| < 0.010,ElementProperty|MagpieData avg_dev Number,Miedema|Miedema_deltaH_inter,ElementProperty|MagpieData avg_dev Column,ValenceOrbital|frac s valence electrons,ElementProperty|MagpieData avg_dev Electronegativity,ElementProperty|MagpieData mean NdUnfilled,ElementProperty|MagpieData mean AtomicWeight,ElementProperty|MagpieData mean Electronegativity,ElementProperty|MagpieData mean NpUnfilled,ElementProperty|MagpieData mean GSvolume_pa,ElementFraction|Mo,ElementProperty|MagpieData mean GSmagmom,ElementProperty|MagpieData avg_dev MeltingT,ElementProperty|MagpieData avg_dev NdValence,YangSolidSolution|Yang delta,ElementProperty|MagpieData avg_dev CovalentRadius,ElementProperty|MagpieData avg_dev NdUnfilled,ElementProperty|MagpieData mean NdValence,ElementFraction|Cr,AtomicPackingEfficiency|dist from 3 clusters |APE| < 0.010,ElementFraction|C,Stoichiometry|3-norm,ElementProperty|MagpieData mean NUnfilled,ElementFraction|Al,ElementProperty|MagpieData avg_dev NUnfilled,ElementFraction|Ti,ElementFraction|Si,ElementProperty|MagpieData avg_dev NValence,ElementFraction|Ni,ElementProperty|MagpieData mean CovalentRadius,ElementProperty|MagpieData avg_dev GSvolume_pa,ElementProperty|MagpieData mean Row,Miedema|Miedema_deltaH_ss_min,AtomicPackingEfficiency|mean abs simul. packing efficiency,ElementProperty|MagpieData avg_dev NsUnfilled,ElementProperty|MagpieData avg_dev GSmagmom,ElementProperty|MagpieData mean MeltingT,ElementProperty|MagpieData avg_dev Row,ElementProperty|MagpieData mean NValence,ValenceOrbital|frac d valence electrons,ValenceOrbital|frac p valence electrons,ElementProperty|MagpieData mean MendeleevNumber,ElementProperty|MagpieData mean Number,ElementProperty|MagpieData avg_dev AtomicWeight,ElementFraction|Co,ElementProperty|MagpieData avg_dev MendeleevNumber,ElementProperty|MagpieData mean SpaceGroupNumber,Miedema|Miedema_deltaH_amor,ElementProperty|MagpieData mean Column,ElementProperty|MagpieData mean GSbandgap,BandCenter|band center,Stoichiometry|2-norm,ElementFraction|Mn,ValenceOrbital|avg p valence electrons,TMetalFraction|transition metal fraction,ElementProperty|MagpieData mean NsUnfilled
id0,0.018915555593392162,0.0,6.159645204436224e-05,4.0,0.05344929307352334,9.409624115893395,4.4226005659658725,0.07770017576490637,1.152116232529968,-0.11544862222104148,0.8084787722634963,0.23609989606020912,0.04203002707339548,3.5421045747764923,57.24008321450784,1.8529584895909994,0.023790629659731596,10.801998865279154,0.017598986298389213,1.6489091148745292,49.38140810843287,0.7852497358251623,0.027227922269552986,3.9399107507766327,0.7869222955723308,6.406368393180552,0.00010999366436493258,0.06927449944412005,0.0009529451103616431,0.6286870284058237,3.583665780851023,0.003179816842549869,0.778513225493503,0.018498934461375023,0.0010199412513839203,0.7924453324685555,0.1919889414369732,130.3922648055472,0.44715045783574175,4.011554934435776,-0.25577249622043113,0.019301488554301322,0.03490956605736862,0.5725415911599329,1809.275474332678,0.034913031749309084,8.395723406331793,0.7630513873705115,0.0008487165692794379,56.37786283510068,26.664768709322345,2.4196580733009703,0.14599159088436503,2.4375560658639803,222.42051197851,-0.04571903302712876,8.447250438374748,0.005072855803505718,-1.8515456273475028,0.6657276571905587,0.0005209699921284533,0.007125589566040996,0.9948472967957045,0.017770576414798504
id2,0.014685235243917533,0.0,6.04191891344691e-05,4.0,0.05099592553847549,8.212745331516144,6.250061302627302,0.07262678726120933,0.8583723194991346,-0.13427733283667168,0.751967194799386,0.23404716589225708,0.03916069275230685,3.702338262632211,56.160791181653295,1.8288146715396807,0.04141315281733479,10.769146886844366,0.00480152496432867,1.6008769856109406,77.84048654380155,0.6682770157514629,0.020525081968625996,3.3164405745724017,0.6864454968740221,6.214435304652757,0.09362973680440907,0.0643411623044602,0.0,0.6296630771525232,3.842243096407418,0.008122579731322669,0.6978725406435815,0.006692125419033084,0.00020006354018036127,0.7152557406988165,0.12904098341633302,131.03525039552562,0.30334206330623065,3.99653930088196,-0.260467169123837,0.017486856703581764,0.17758213947992982,0.6374347172525238,1828.1560567636277,0.016587682214547185,8.124466330506568,0.7649038166750924,0.0010490174326504953,55.65330829071312,26.145400179096878,1.7724018697962136,0.13204193651903845,2.2903494372715514,223.5940290636306,-0.060664729382998606,8.2076927632216,0.00015464911655941926,-1.8272984720472867,0.6586807276305723,0.00010203240549198424,0.00852270681168339,0.991677356728497,0.09849168095787221
id3,0.018090115387768363,0.0,6.19385939378827e-05,4.0,0.05063528724654484,9.37781939883338,4.670353262187051,0.07311781276565918,1.2354785980020062,-0.11579180573429568,0.7741203635175898,0.23656641295834438,0.04261913884957984,3.5858667535741526,57.471595066464914,1.8534756406717028,0.019854371258731317,10.834815062851874,0.023714776677347654,1.6682803577707146,57.7619580246282,0.7474955707624307,0.026767663791103468,3.828545649258624,0.7508598081352668,6.371426635936853,0.00011106920722302066,0.06656607392207681,0.0004782980275009358,0.6412161616376227,3.6296089093113926,0.002771727063133038,0.7481566605558603,0.017610973397524,0.0010206359582655953,0.7590621827835521,0.1731078635097529,130.68351349726018,0.48889158272427674,4.019027756194886,-0.2565260910499659,0.01861832649937107,0.046634316462433774,0.561290676967553,1816.761991296777,0.04664859545997729,8.35330844649301,0.7627428912447002,0.0006906957969555601,56.22715343930803,26.74329764876495,2.6799387776720867,0.14609102932036952,2.3277235284941464,222.54184992668934,-0.04594041721865377,8.396015056982005,0.0029393795273835134,-1.8520198973979471,0.6742759822048284,0.0005233260844832415,0.005769595034666101,0.9957293389511004,0.02388778447850856
id4,0.020057567787348102,0.0,6.119851899584029e-05,4.0,0.06111136706411624,9.29856203733813,4.487685211042214,0.08407238715589324,0.9582194036684942,-0.10875237538185482,0.7822260313523803,0.23681723569786864,0.03773994043330098,3.5464003771108747,56.89629683284666,1.8493506657138898,0.01963552482029935,10.759184603387773,0.008599791885036382,1.6772555828707454,41.110684061157784,0.7668379741929584,0.02370266525264893,3.726511752737566,0.7687512370075171,6.4113606450723895,0.0001089973622638332,0.07468124170374096,0.00047398852947758656,0.6438292755861479,3.574805889697469,0.0027399336936046142,0.7576527755619512,0.01839955473077551,0.001009975558591482,0.7688711765847719,0.18799545051009764,130.26724733261457,0.3554671527964028,4.0039631040928825,-0.25482347954954443,0.020239601798371143,0.01738615016175015,0.5512806391969435,1799.3393937866706,0.017253331995028695,8.408298519175837,0.7625039275723546,0.0006788367297765999,56.37543911437344,26.526613255959216,1.9385938776726896,0.14399651528433008,2.360987582518321,222.52837061343124,-0.039889950283332566,8.450537496992574,0.0029117635353224456,-1.8482125263533649,0.678951586932394,0.0005179874647033542,0.0057078618697427525,0.9957761022183262,0.008769987766296058
id5,0.01679068113358749,0.0,5.994952250205327e-05,5.0,0.038217820489526884,11.121058111298725,3.632012598943647,0.06417878378734129,1.086296287067615,-0.0012343117480975877,0.6312410272629262,0.2365196868984934,0.04572684952750554,3.862725585057382,55.72258457215724,1.8278221937128938,0.07715503546014256,10.80652197849411,0.011390409275390121,1.6405207340204548,138.38312855818666,0.5055333683627187,0.04238057999400129,3.517116381744262,0.5085809115394102,5.945935522290231,0.13488642562961986,0.054548190530580555,0.008802588220718156,0.6430505160373471,4.086217404945036,0.0006194783991878838,0.5623709721421386,0.0,0.00971182264533263,0.686873058960439,0.008912495678638587,131.2863708757226,0.4102120671923611,3.983513881311936,-0.10669146747422095,0.01964787229500859,0.24984465990185584,0.5975175981083742,1880.2293323022018,0.05524206783313083,7.837247037994009,0.7586765471938127,0.004803765907693751,55.18283605204417,25.819861676468417,2.3486413052560815,0.18984015458983536,2.022674792086512,221.98751850941508,0.07747114566070817,8.028585930646397,0.04708367554519096,-1.8252249104145974,0.6770751358701631,0.00020282921779861355,0.037648300131289454,0.9808661107347614,0.14633678442751205
id7,0.00899718688897689,0.0,6.191152173419473e-05,5.0,0.022523874903144815,9.154543973956846,4.960899681599272,0.04202798417846999,1.786246592710755,-0.014491700867477742,0.7013828201325143,0.23464012630281517,0.057515618328147465,4.0019531634837255,57.5221442057127,1.8350181468771343,0.04451128354986864,11.01485633016824,0.053409939589757656,1.5930185672564843,193.72069858463504,0.4770331809863722,0.04158052583639816,4.002436557390856,0.3889780328226595,5.886316043415681,0.13502512817635362,0.030901633498049867,0.004790891584923954,0.6507642725091646,4.23496142632144,0.0006401191261693801,0.6762734094806907,0.0,0.00492091578242711,0.7406747964893067,9.801824119468633e-05,132.84863673129573,0.6539564743625882,4.036686727399971,-0.11461433887007903,0.015112144552401903,0.3059317361744061,0.6689208348719927,1917.7893734523998,0.10302028777238724,7.720346256438325,0.7624419744783897,0.00291789921879509,54.60031841925783,26.548558586752996,4.528286882654818,0.14802754792666914,2.037711591812575,223.5381665527955,0.06216238502119408,7.8320770495389205,0.03062947714569682,-1.8314291812790318,0.6786397149434427,0.005971111223798748,0.022527192310488987,0.9888269206899405,0.1884969792878455
id8,0.014525826172227776,0.0,5.859386522231122e-05,4.0,0.06000704805671553,6.820218227713524,2.417468184873467,0.0720471709274138,1.3855572599020947,-0.07068223843193033,0.7651429744461853,0.23844067399910507,0.05504429762085976,3.8793069365637414,54.42567168275529,1.8086069538519316,0.15922032963148758,11.133864922135754,0.00011298817013858648,1.5479410259790072,116.41063991383078,0.7243121002062428,0.030447332136761724,3.1877556797168176,0.5726130390921788,5.724154581015367,0.18298084190585245,0.06453698787477206,0.0004529525758653069,0.6538223979633915,4.221679690136443,0.0006049366631313701,0.6575142309197154,0.0005689404319367762,0.03859595900309237,0.8865054469414578,0.019497958563738375,131.65164737252007,0.7539488196962204,3.960064781217407,-0.17366894402794533,0.018736485579250013,0.29921522709134274,0.7293266365689346,1868.0721220988162,0.07704643142566932,7.619704916895201,0.7512304798474777,0.010328846153417148,55.245508195291954,25.30193898698806,3.0022149043864728,0.10898858889474271,2.622469093278126,224.99084055899345,0.011147711183431204,8.016243399316092,0.031871151090480825,-1.8069733228835803,0.6834086168870379,9.908962531622938e-05,0.07870275982104673,0.9603461517579109,0.18315242394121334
id9,0.011708711190744863,0.0,6.070444356526897e-05,5.0,0.046913666470036156,9.337579808086108,4.289602074140138,0.05863864999074712,1.1944143965664962,0.041887627174563624,0.7119559070822664,0.23491248568638154,0.055205896539830435,4.011535044365248,56.3857587049478,1.8266660929580045,0.0410570053727933,10.862418035879536,0.028802108314328605,1.5986059705301443,175.0659869144737,0.4851201794840466,0.04542099443201768,3.553046912809964,0.4015024186575053,5.882887227345041,0.1580115664466639,0.053203229309929455,0.0075105497722433275,0.6537736176672051,4.239466428942598,0.0008360611996798165,0.6888660444881032,0.0,0.00020101471427708505,0.747519107954118,9.610703503496455e-05,132.40244705912474,0.43425832390346725,4.008784343013908,-0.05775789265703601,0.01694697097648232,0.30390469120293795,0.6636742319467119,1906.982492338439,0.057218543820564335,7.718302479741516,0.762199621326846,0.002887892986772354,54.546119775967604,26.077205351431722,3.0437122463391195,0.1490109075984362,2.106784956595744,223.44602704918,0.11885940159374084,7.823880208031228,0.04686213330815816,-1.822991347504582,0.6841464463613443,0.00010300754015193911,0.022289631601033193,0.989442227171029,0.18687437920455777
id10,0.017861043284812847,0.0,6.169977171084466e-05,4.0,0.05431257345002395,8.666847962201055,4.207114346619371,0.07510220385900299,1.2006502785009008,-0.12512929609930049,0.7704779469548445,0.23751594001182935,0.04226672549560247,3.6218077993111417,57.32093725568815,1.8507891120802848,0.014487946394598336,10.855362171159966,0.02149992045029433,1.671822141541076,54.20797458221196,0.7468789558855011,0.027504956840199334,3.7785846707021205,0.7507269721629287,6.346222318977419,0.00010999959300150588,0.06890222822314476,0.00047699823510653,0.6558411243669687,3.6579673655207476,0.0016999937100232725,0.7494095159593223,0.02249991675030802,0.0010199962260139636,0.7571334108023945,0.1759993488024094,130.88094354050887,0.5105870983342873,4.017887633815755,-0.2653015291365757,0.018356986497389195,0.04240392141920098,0.5704907451808438,1816.556060742575,0.04235186770999966,8.329244681794677,0.7619205055709827,0.0005635544171879055,56.11731326594091,26.687961954540764,2.555257324752309,0.1259995338017249,2.3150981204862116,223.06672295312504,-0.05417375629021038,8.361214563506115,0.002933041147747753,-1.8492598588574936,0.6857998824026648,0.0005219980686071461,0.00469398263226426,0.9968030118288561,0.02167161981500668
id11,0.018146113292095364,0.0,6.174651364873157e-05,4.0,0.05455703657274742,8.498933167459528,4.533361803354698,0.07519246425962359,1.1796974356147418,-0.11766162528571042,0.7635913531804738,0.23713994899040636,0.041143494459829136,3.606738155852804,57.3343621604835,1.8511502815070593,0.01469106678060583,10.838425241734601,0.020915755838873416,1.6779089465390946,50.46507285923152,0.7412844769430137,0.02517903708251319,3.697931289958062,0.7448947672937571,6.361838172695492,0.00011008292546775483,0.06845318907319092,0.0,0.6583723976324354,3.6425168079113996,0.002121598199924002,0.7439255847372909,0.019414625037040396,0.001020768945246454,0.7515484249827415,0.1771334346162964,130.7941230128656,0.47517643807625753,4.017835135207352,-0.2620150417673724,0.018611612408362635,0.04128579805026683,0.5647364408739312,1814.0931247508752,0.04120673152350488,8.34491372350792,0.7623611679500013,0.0004988830595922411,56.1614583265574,26.697369828691958,2.5048334104482834,0.1260949873539737,2.293830238133826,223.18183317493066,-0.04789173589060026,8.376337394959625,0.0007890543946755092,-1.8497670801081314,0.6883615524332676,0.0005223935190378911,0.004163136090416912,0.9968576328548295,0.02108758527798991
